numero di parole,PAROLE_ESSENZIALI,1sost2Verbi3Agg4Avv,PAROLA,LetteraIniziale,ContieneDoppie,CosaE,DeMauro,COLFISfASS,Nsillabe,Sillaba1,Sillaba2,Sillaba3,Sillaba4,Sillaba5,Sillaba6,NonParola1_similexfinale,NonParola2_similexiniziali,FRASE,ChiCosComDovQuaPer,ChiCosComDovQuaPerCorr,ChiCosComDovQuaPerErr1,ChiCosComDovQuaPerErr2,,FrasiOhO,FraseOhO,corretta,errata,,articoloIndizio,fraseArticoli,par_F_sing,par_F_plur,par_M_sing,par_M_plur,,CECISONOCISARANNO,FraseCECISON,Passato,Presente,Futuro,Indizio_parte_del_testo,Indizio,parte_da_eliminareCORRETTA,Errata1,Errata2,ConsonanteVocale,,PAROLA,1Animali,1Vegetali,2PartidelCorpo,2Abbigliamento,2MangiareeBere,2Mobilia,2MezzoT
284,1,1,erba,e,2,s.,3,125,2,er,ba,,,,,imba,ernu,Le erbe aromatiche sono usate negli arrosti,Dove sono usate le erbe aromatiche?,Negli arrosti,Nei prati,Nelle verdure,,Virginia ha dell'erba sui pantaloni,Virginia ... dell'erba sui pantaloni,HA,A,,par_F_plur,Le ... aromatiche sono usate negli arrosti,spezia,erbe,pepe,,,C'era dell'erba sui pantaloni di Virginia,... dell'erba sui pantaloni di Virginia,1,0,0,NO,PASSATO,c'era,ci sarà,c'è,VCCV,,erba,,1,,,,,
285,,1,eroe,e,2,s.,1,91,2,e,ro,e,,,,umoe,eria,Gli eroi hanno molto coraggio!,Chi ha molto coraggio?,Gli eroi,I nemici,I vicini,,Gli eroi hanno molto coraggio!,Gli eroi ... molto coraggio,HANNO,ANNO,,par_M_plur,Gli ... hanno molto coraggio!,,idee,eroe,eroi,,Ci saranno anche degli eroi poco coraggiosi,... anche degli eroi poco coraggiosi,0,0,1,NO,FUTURO,ci saranno,c'è,c'erano,VCVV,,eroe,,,,,,,
286,,1,euro,e,2,s.,1,6,2,eu,ro,,,,,vuro,euti,C'è un euro sul tavolo della cucina,Dov'è un euro?,Sul tavolo,Sul pavimento,Sul cemento,,Io ho due euro in tasca per comprare il gelato o le caramelle,Io ho due euro in tasca per comprare il gelato ... le caramelle,O,HO,,,,,,,,,Ci sarà un euro sul tavolo della cucina,... un euro sul tavolo della cucina,0,0,1,NO,FUTURO,ci sarà,c'è,ci sono,VVCV,,euro,,,,,,,
287,,4,eccetera,e,1,avv.,1,48,4,ec,ce,te,ra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VCCVCVCV,,eccetera,,,,,,,
288,,4,ecco,e,1,avv.,1,780,2,ec,co,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VCCV,,ecco,,,,,,,
289,,4,esattamente,e,1,avv.,1,179,5,e,sat,ta,men,te,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VCVCCVCVCCV,,esattamente,,,,,,,
290,,4,esclusivamente,e,2,avv.,2,91,6,e,sclu,si,va,men,te,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VCCCVCVCVCVCCV,,esclusivamente,,,,,,,
291,,4,evidentemente,e,2,avv.,1,165,6,e,vi,den,te,men,te,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VCVCVCCVCVCCV,,evidentemente,,,,,,,
292,,2,educare,e,2,v.,3,12,4,e,du,ca,re,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VCVCVCV,,educare,,,,,,,
293,,2,elencare,e,2,v.,3,9,4,e,len,ca,re,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VCVCCVCV,,elencare,,,,,,,
294,,2,emozionare,e,2,v.,3,0,5,e,mo,zio,na,re,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VCVCVVCVCV,,emozionare,,,,,,,
295,,2,esagerare,e,2,v.,3,27,5,e,sa,ge,ra,re,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VCVCVCVCV,,esagerare,,,,,,,
296,,2,escludere,e,2,v.,1,48,4,e,sclu,de,re,,,chevidere,esclumace,Gianluca è stato escluso dal gioco perchè ha il braccio rotto,Perchè è stato escluso Gianluca?,Perchè ha il braccio rotto,Perchè ha la gamba rotta,Perchè non vuole giocare,,Escludere o evitare sono azioni molto cattive,Escludere ... evitare sono azioni molto cattive,O,HO,,,,,,,,,,,,,,,,,,,VCCCVCVCV,,escludere,,,,,,,
297,,2,espellere,e,1,v.,3,6,4,e,spel,le,re,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VCCVCCVCV,,espellere,,,,,,,
298,,2,esplodere,e,2,v.,3,50,4,e,splo,de,re,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VCCCVCVCV,,esplodere,,,,,,,
299,,2,esprimere,e,2,v.,1,109,4,e,spri,me,re,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VCCCVCVCV,,esprimere,,,,,,,
300,,2,essere,e,1,v.,1,5144,3,es,se,re,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VCCVCV,,essere,,,,,,,
301,,2,evaporare,e,2,v.,2,10,5,e,va,po,ra,re,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VCVCVCVCV,,evaporare,,,,,,,
302,,2,evidenziare,e,2,v.,3,11,5,e,vi,den,zia,re,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VCVCVCCVVCV,,evidenziare,,,,,,,
303,,2,evitare,e,2,v.,1,447,4,e,vi,ta,re,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VCVCVCV,,evitare,,,,,,,
304,,3,eccellente,e,1,agg.,3,55,4,ec,cel,len,te,,,pestillente,eccerrende,Il mio cane Pluto ha un olfatto eccellente,Com'è l'olfatto del mio cane Pluto?,Eccellente,Ottimo,Pessimo,,Il mio cane Briciola ha un olfatto eccellente,Il mio cane Briciola ... un olfatto eccellente,HA,A,,par_M_sing,Il mio ... Briciola ha un olfatto eccellente,gatta,,cane,cani ,,Ci sono dei cani con un olfatto eccellente,... dei cani con un olfatto eccellente,0,1,0,NO,PRESENTE,ci sono,c'erano,ci saranno,VCCVCCVCCV,,eccellente,,,,,,,
305,,3,ecologico,e,2,agg.,3,21,5,e,co,lo,gi,co,,glicologico,ecoblocito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VCVCVCVCV,,ecologico,,,,,,,
306,,3,educato,e,2,agg.,2,15,4,e,du,ca,to,,,cadueto,edipato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VCVCVCV,,educato,,,,,,,
307,,3,efficace,e,1,agg.,3,106,4,ef,fi,ca,ce,,,paciface,efrivace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VCCVCVCV,,efficace,,,,,,,
308,,3,elegante,e,2,agg,1,136,4,e,le,gan,te,,,farivante,eletrante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VCVCVCCV,,elegante,,,,,,,
309,,3,elettronico,e,1,agg.,1,38,5,e,let,tro,ni,co,,troniciocco,elecconittro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VCVCCCVCVCV,,elettronico,,,,,,,
310,,3,emotivo,e,2,agg.,3,23,4,e,mo,ti,vo,,,ometivo,emonino,I bambini emotivi sono sensibili,Perchè i bambini sono sensibili?,Perchè emotivi,Perchè studiano,Perchè distratti,,I bambini emotivi hanno dimostrato coraggio,I bambini emotivi ... dimostrato coraggio,HANNO,ANNO,,par_M_plur,I ... emotivi hanno dimostrato coraggio,,persone,ragazzo,bambini,,Ci saranno momenti bellissimi per le persone emotive,... momenti bellissimi per le persone emotive,0,0,1,NO,FUTURO,ci saranno,c'era,ci sarà,VCVCVCV,,emotivo,,,,,,,
311,,3,emozionante,e,2,agg,2,17,5,e,mo,zio,nan,te,,zionamanete,emotenamina,Nello spettacolo ci sarà un finale emozionante,In che cosa ci sarà un finale emozionante?,Spettacolo,Cartone animato,Specchio,,,,,,,,,,,,,,Nello spettacolo ci sarà un finale emozionante,Nello spettacolo ... un finale emozionante,0,0,1,NO,FUTURO,ci sarà,ci sono,c'erano,VCVCVVCVCCV,,emozionante,,,,,,,
312,,3,esagerato,e,2,agg.,3,31,3,e,sa,ge,ra,to,,geransato,esotorato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VCVCVCVCV,,esagerato,,,,,,,
313,,3,esatto,e,1,agg. avv.,1,48,5,e,sat,to,,,,gaseto,espoda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VCVCCV,,esatto,,,,,,,
314,,3,esclusivo,e,2,agg,3,44,4,e,sclu,si,vo,,,siclesuvo,escladico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VCCCVCVCV,,esclusivo,,,,,,,
315,,3,esperto,e,2,agg.,1,118,3,e,sper,to,,,,prefesto,estirno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VCCVCCV,,esperto,,,,,,,
316,,3,esterno,e,2,agg.,1,217,3,e,ster,no,,,,serteno,espirfo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VCCVCCV,,esterno,,,,,,,
317,,3,eventuale,e,2,agg.,1,106,4,e,ven,tua,le,,,utravenele,eviteluane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VCVCCVVCV,,eventuale,,,,,,,
318,,3,evidente,e,2,agg.,1,162,4,e,vi,den,te,,,divenete,evatende,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VCVCVCCV,,evidente,,,,,,,
319,,1,echidna,e,2,s.,4,0,3,e,chid,na,,,,uchidna,echinga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VCCVCCV,,echidna,1,,,,,,
320,,1,edera,e,2,s.,4,24,3,e,de,ra,,,,sgera,edeta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VCVCV,,edera,,1,,,,,
321,,1,elastico,e,2,s. agg.,4,20,4,e,la,sti,co,,,ruastico,elastuno,I calzini hanno l'elastico ,Cosa hanno i calzini?,Elastico,Buco ,Strisce,,I calzini hanno l'elastico blu o verde,I calzini hanno l'elastico blu ... verde ,O,HO,,par_M_plur,I ... hanno l'elastico ,manica,calze,,calzini,,Alla festa di domani ci sarà il tappeto elastico,Alla festa di domani ... il tappeto elastico,0,0,1,SI,FUTURO,ci sarà ,c'era,c'è,VCVCCVCV,,elastico,,,,,,,
322,,1,elefante,e,2,s. ,4,36,4,e,le,fan,te,,,alefante,elefento,L'elefante è più grande del topo,Chi è più grande del topo?,Elefante,Ippopotamo,Fantino,,A te sembra più grande l'elefante o il topo?,A te sembra più grande l'elefante ... il topo?,O,HO,,par_M_sing,A te sembra più grande l'elefante o il ...?,balena,,topo,criceti,,Domani ci saranno gli elefanti al circo,Domani ... gli elefanti al circo,0,0,1,SI,FUTURO,ci saranno,c'è,c'erano,VCVCVCCV,,elefante,1,,,,,,
323,1,1,fagiano,f,2,s.,2,4,3,fa,gia,no,,,,fiafano,fagiuso,Il fagiano colorato è scappato dal recinto,Chi è scappato del recinto?,Il fagiano,La mucca,Il pappagallo ,,In quel prato c'è un fagiano o un piccione?,In quel prato c'è un fagiano ... un piccione?,O,HO,,par_M_sing,Il ... colorato é scappato dal recinto,mucca,,fagiano,cerbiatti,,In quel prato c'è un fagiano o un piccione?,In quel prato ... un fagiano o un piccione?,0,1,0,NO,PRESENTE,c'è ,c'erano,ci saranno,CVCVVCV,,fagiano,1,,,,,,
324,,1,fame,f,2,s.,1,175,2,fa,me,,,,,game,fane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CVCV,,fame,,,,,,,
325,,1,famiglia,f,2,s.,1,1159,3,fa,mi,glia,,,,mifaglia,fameglie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CVCVCCVV,,famiglia,,,,,,,
326,1,1,fantasma,f,2,s.,3,65,3,fan,ta,sma,,,,surpasma,fantorca,Un fantasma vagava dentro le mura del castello,Chi vagava dentro il castello?,Fantasma,Ombra,Scheletro,,,,,,,par_F_plur,Un fantasma vagava dentro le ... di un castello,scala,mura,,giardini,,,,,,,,,,,,CVCCVCCV,,fantasma,,,,,,,
327,1,1,farfalla,f,1,s.,3,25,3,far,fal,la,,,,forfaglia,fartella,La maga ha trasformato la farfalla in una splendida fanciulla,Chi ha trasformato la farfalla?,Maga,Strega,Bruco,,La maga ha trasformato la farfalla in una splendida fanciulla,La maga ... trasformato la farfalla in una splendida fanciulla,HA,A,,par_F_sing,La ... ha trasformato la farfalla in una splendida fanciulla,maga,,topolino,cavalli,,,,,,,,,,,,CVCCVCCV,,farfalla,1,,,,,,
328,,1,farina,f,2,s.,3,64,3,fa,ri,na,,,,lufina,faruse,La farina bianca è usata per il pane o la pizza,Cosa è usato per il pane o la pizza?,Farina,Pomodoro,Mela,,La farina bianca è usata per il pane o la pizza,La farina bianca è usata per il pane ... la pizza,O,HO,,par_F_sing,La ... bianca è usata per il pane o la pizza,farina,,lievito,pomodori,,C'è della farina sulla tua maglietta,... della farina sulla tua maglietta,0,1,0,NO,PRESENTE,c'è,ci sono,ci saranno,CVCVCV,,farina,,,,,1,,
329,,1,fascio,f,2,s.,3,24,2,fa,scio,,,,,vascio,fachio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CVCCVV,,fascio,,,,,,,
330,1,1,fata,f,2,s.,3,16,2,fa,ta,,,,,peta,faco,Le fate hanno ali e vestiti originali e fiabeschi,Le fate hanno ali e vestiti...,Originali e fiabeschi,Tradizionali e fiabeschi,Noiosi e modesti,,Le fate hanno ali e vestiti originali e fiabeschi,Le fate ... ali e vestiti originali e fiabeschi,HANNO,ANNO,,par_F_plur,Le ... hanno ali e vestiti originali e fiabeschi,fata,fate,,mostri,,Nelle favole ci sono spesso le fate.,Nelle favole ... spesso le fate.,0,1,0,NO,PRESENTE,ci sono,c'erano,ci saranno,CVCV,,fata,,,,,,,
331,1,1,felpe,f,2,s.,2,3,2,fel,pe,,,,,relpe,felbe,Le felpe di Gianni sono sporche,Come sono le felpe di Gianni?,Sporche,Verdi,Nascoste,,,,,,,par_F_plur,Le ... di Gianni sono sporche,felpa,felpe,,sandali,,,,,,,,,,,,CVCCV,,felpe,,,,1,,,
332,,1,festa,f,2,s.,1,396,2,fe,sta,,,,,ciusta,febro,Io ho partecipato a una bella festa!,Com'era la festa a cui ho partecipato?,Bella,Brutta,Noiosa,,Io ho partecipato a una bella festa,Io ho partecipato ... una bella festa,A,HA,,par_F_sing,La ... dell'altra sera è stata molto divertente,festa,feste,ballo,,,A maggio ci saranno le feste di compleanno dei miei compagni,A maggio ... le feste di compleanno dei miei compagni,0,0,1,NO,FUTURO,ci saranno,ci sono,c'erano,CVCCV,,festa,,,,,,,
333,,1,fidanzato,f,2,s. agg.,3,102,4,fi,dan,za,to,,,caglizato,fidagnoro,Lucia ha presentato il fidanzato alla sua famiglia,Chi ha conosciuto il fidanzato di Lucia?,Famiglia,Vicini,Amiche,,Lucia presentò il fidanzato a sua cugina,Lucia presentò il fidanzato ... sua cugina,A,HA,,par_M_sing,Lucia ha presentato il ... alla sua famiglia,ragazza,spose,fidanzato,,,,,,,,,,,,,CVCVCCVCV,,fidanzato,,,,,,,
334,,1,finocchio,f,1,s.,2,20,3,fi,noc,chio,,,,noficchio,finogghia,Il finocchio è ottimo in insalata o in pinzimonio,Cos'è ottimo in pinzimonio?,Il finocchio,Il cetriolo,Il pomodoro,,,,,,,,,,,,,,,,,,,,,,,,CVCVCCCVV,,finocchio,,1,,,1,,
335,1,1,fiume,f,2,s.,1,242,2,fiu,me,,,,,cieme,fiuzo,"Quando piove, alcuni fiumi sono inarrestabili",Quando alcuni fiumi sono inarrestabili?,Quando piove,Quando dorme,Quando nevica,,Il fiume ha un suo corso prestabilito,Il fiume ... un suo corso prestabilito,HA,A,,par_M_sing,Il ... ha un suo corso prestabilito,gara,,fiume,fiumi,,Ci sono dei fiumi in secca durante l'estate,... dei fiumi in secca durante l'estate,0,1,0,NO,PRESENTE,ci sono,c'è,ci saranno,CVVCV,,fiume,,,,,,,
336,1,1,foglia,f,2,s.,3,39,2,fo,glia,,,,,roglia,foghia,Ogni anno gli alberi perdono le foglie secche,Cosa perdono gli alberi?,Foglie,Fiori,Vento,,Ogni anno gli alberi perdono le foglie secche,Ogni ... gli alberi perdono le foglie secche,ANNO,HANNO,,par_M_plur,Ogni anno gli ... perdono le foglie secche,radice,,ramo,alberi,,,,,,,,,,,,CVCCVV,,foglia,,1,,,,,
337,1,1,forbici,f,2,s.,2,18,3,for,bi,ci,,,,borbici,formcibi,Martina ha comprato le forbici nuove,Cosa ha comprato Martina?,Forbici,Matite,Formaggi,,Martina comprerà le forbici nuove a Paolo,Martina comprerà le forbici nuove ... Paolo,A,HA,,par_F_plur,Martina ha comprato le ... nuove,matita,forbici,,astucci,,,,,,,,,,,,CVCCVCV,,forbici,,,,,,,
338,1,1,formaggio,f,1,s.,3,58,3,for,mag,gio,,,,stridaggio,formecco,I topi amano il formaggio,Cosa amano i topi?,Il formaggio,Il latte,I gatti,,Quel formaggio ha dei buchi o no?,Quel formaggio ha dei buchi ... no?,O,HO,,par_M_sing,I topi amano il ...,tana,,formaggio,formaggi,,Ci sono molti tipi di formaggio nel frigorifero,... molti tipi di formaggio nel frigorifero,0,1,0,NO,PRESENTE,ci sono,ci saranno,c'erano,CVCCVCCVV,,formaggio,,,,,1,,
339,,1,freccia,f,1,s.,3,26,2,frec,cia,,,,,vreghia,frettia,Le frecce erano le armi preferite degli indiani,Quali erano le armi preferite degli indiani?,Frecce,Lance,Mollette,,,,,,,par_F_plur,Le ... erano le armi preferite degli indiani,lancia,frecce,arco,,,,,,,,,,,,,CCVCCVV,,freccia,,,,,,,
340,,1,frigorifero,f,2,s.,3,25,5,fri,go,ri,fe,ro,,grigorifero,frigorifeto,Lo scorso anno si è rotto il frigorifero della nonna,Quando si è rotto il frigorifero della nonna?,Scorso anno,Scorsa settimana,Ieri,,Lo scorso anno si è rotto il frigorigero della nonna,Lo scorso ... si è rotto il frigorifero della nonna,ANNO,HANNO,,par_M_sing,Lo ... si è rotto il frigorifero della nonna,scorsa mattina,,scorso anno,scorsi anni,,,,,,,,,,,,CCVCVCVCVCV,,frigorifero,,,,,,1,
341,1,1,fulmine,f,2,s.,3,47,3,ful,mi,ne,,,,gusmine,fultemo,Il fulmine ha colpito il platano o il pino?,Cosa ha colpito il platano o il pino?,Il fulmine,Il fuoco,Il vicino,,Il fulmine ha colpito il platano o il pino?,Il fulmine ha colpito il platano ... il pino?,O,HO,,par_M_sing,Il ... ha colpito il platano o il pino?,macchina,,fulmine,fulmini,,"Durante i temporali dell'anno scorso, c'erano sempre molti fulmini","Durante i temporali dell'anno scorso,... sempre molti fulmini",1,0,0,SI,PASSATO,c'erano,c'era,ci saranno,CVCCVCV,,fulmine,,,,,,,
342,1,1,fuoco,f,2,s.,1,566,2,fuo,co,,,,,ciaeco,fuoba,A Ferragosto ci saranno i fuochi d'artificio ,Quando ci saranno i fuochi d'artificio?,A Ferragosto,A marzo,Al compleanno,,Il fuoco ha la caratteristica di poter riscaldare,Il fuoco ... la caratteristica di poter riscaldare,HA,A,,par_M_plur,I ... d'artificio sono pericolosi ma belli,,mine,fuoco,fuochi,,A Ferragosto ci saranno i fuochi d'artificio ,A Ferragosto ... i fuochi d'artificio ,0,0,1,NO,FUTURO,ci saranno,ci sarà,ci sono,CVVCV,,fuoco,,,,,,,
343,,4,facilmente,f,2,avv.,1,166,4,fa,cil,men,te,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CVCVCCVCCV,,facilmente,,,,,,,
344,,4,finalmente,f,2,avv,1,458,4,fi,nal,men,te,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CVCVCCVCCV,,finalmente,,,,,,,
345,,4,fino,f,2,avv agg,1,1924,2,fi,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CVCV,,fino,,,,,,,
346,,4,fortunatamente,f,2,avv,3,41,6,for,tu,na,ta,men,te,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CVCCVCVCVCVCCV,,fortunatamente,,,,,,,
347,,4,fuori,f,2,avv,1,1254,2,fuo,ri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CVVCV,,fuori,,,,,,,
348,,2,facilitare,f,2,v.,3,26,5,fa,ci,li,ta,re,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CVCVCVCVCV,,facilitare,,,,,,,
349,,2,fallire,f,1,v.,3,20,3,fal,li,re,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CVCCVCV,,fallire,,,,,,,
350,,2,fare,f,2,v.,1,3100,2,fa,re,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CVCV,,fare,,,,,,,
351,,2,fermare,f,2,v.,1,67,3,fer,ma,re,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CVCCVCV,,fermare,,,,,,,
352,,2,festeggiare,f,1,v.,1,37,4,fe,steg,gia,re,,,crariggiare,festellioto,Ho festeggiato il compleanno con gli amici,Ho festeggiato il compleanno con ...,Amici,Festa,Auto,,Ho festeggiato il compleanno con gli amici,... festeggiato il compleanno con gli amici,HO,O,,par_M_plur,Ho festeggiato il compleanno con gli ...,,amiche,ragazzo,amici,,,,,,,,,,,,CVCCVCCVVCV,,festeggiare,,,,,,,
353,,2,fidanzarsi,f,2,v.,3,4,4,fi,dan,zar,si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CVCVCCVCCV,,fidanzarsi,,,,,,,
354,,2,finire,f,2,v.,1,245,3,fi,ni,re,,,,cefire,finasa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CVCVCV,,finire,,,,,,,
355,,2,fissare,f,1,v.,1,63,3,fis,sa,re,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CVCCVCV,,fissare,,,,,,,
356,,2,forare,f,2,v.,3,0,3,fo,ra,re,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CVCVCV,,forare,,,,,,,
357,,2,formare,f,2,v.,1,70,3,for,ma,re,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CVCCVCV,,formare,,,,,,,
358,,2,fotografare,f,2,v.,2,30,5,fo,to,gra,fa,re,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CVCVCCVCVCV,,fotografare,,,,,,,
359,,2,fuggire,f,1,v.,1,102,3,fug,gi,re,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CVCCVCV,,fuggire,,,,,,,
360,,2,funzionare,f,2,v.,1,65,4,fun,zio,na,re,,,trimbinare,funziocile,Il tablet del papà non ha mai funzionato bene,Cosa non ha mai funzionato bene?,Tablet,Tastiera,Tavolo,,Il tablet del papà non ha mai funzionato bene,Il tablet del papà non ... mai funzionato bene,HA,A,,par_M_sing,Il ... del papà non ha mai funzionato bene,televisione,,tablet,telefoni,,,,,,,,,,,,CVCCVVCVCV,,funzionare,,,,,,,
361,,3,facile,f,2,agg. avv.,1,558,3,fa,ci,le,,,,terile,facetu,I compiti di matematica sembravano facili,Come sembravano i compiti di matematica?,Facili,Felici,Difficili,,,,,,,par_M_plur,I ... di matematica sembravano facili,esercitazione,verifiche,,compiti,,,,,,,,,,,,CVCVCV,,facile,,,,,,,
362,,3,FALSO,f,2,agg,1,93,2,fal,so,,,,,lamso,faslo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CVCCV,,FALSO,,,,,,,
363,,3,famoso,f,2,agg,1,212,3,fa,mo,so,,,,mafoso,farosu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CVCVCV,,famoso,,,,,,,
364,,3,favoloso,f,2,agg,3,15,4,fa,vo,lo,so,,,vofaloso,fasovolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CVCVCVCV,,favoloso,,,,,,,
365,,3,fedele,f,2,agg,3,112,3,fe,de,le,,,,defele,felado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CVCVCV,,fedele,,,,,,,
366,,3,felice,f,2,agg,1,373,3,fe,li,ce,,,,ladece,fecela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CVCVCV,,felice,,,,,,,
367,,3,fermo,f,2,agg,1,147,2,fer,mo,,,,,furmo,ferso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CVCCV,,fermo,,,,,,,
368,,3,fiducioso,f,2,agg,2,15,4,fi,du,cio,so,,,gucidioso,fiviciosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CVCVCVVCV,,fiducioso,,,,,,,
369,,3,fiero,f,2,agg,3,33,2,fie,ro,,,,,efiro,firoi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CVVCV,,fiero,,,,,,,
370,,3,flessibile,f,1,agg,3,25,4,fles,si,bi,le,,,lesfissile,flabilesse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CCVCCVCVCV,,flessibile,,,,,,,
371,,3,forte,f,2,agg,1,789,2,for,te,,,,,arste,fogri,Davide è davvero forte a calcio,Davide a calcio ...,È forte,Era forte,È un disastro,,Davide è davvero forte a calcio,Davide è davvero forte ... calcio,A,HA,,,,,,,,,,,,,,,,,,,CVCCV,,forte,,,,,,,
372,,3,fortunato,f,2,agg,3,73,4,for,tu,na,to,,,urtanuato,fovratuna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CVCCVCVCV,,fortunato,,,,,,,
373,,3,fragile,f,2,agg,3,49,3,fra,gi,le,,,,girafile,frevile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CCVCVCV,,fragile,,,,,,,
374,,3,freddo,f,1,agg,1,259,2,fred,do,,,,,frecro,staddo,Non si capisce se c'è freddo o caldo,Non si capisce se c'è freddo o ...,Caldo,Vento,Canto,,Non si capisce se fa freddo o caldo,Non si capisce se fa freddo ... caldo,O,HO,,,,,,,,,Non si capisce se ci sarà freddo o caldo,Non si capisce se ... freddo o caldo,0,0,1,NO,FUTURO,ci sarà,c'è,c'erano,CCVCCV,,freddo,,,,,,,
375,,3,fresco,f,2,agg,1,97,2,fre,sco,,,,,triasco,fretuo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CCVCCV,,fresco,,,,,,,
376,,3,furioso,f,2,agg,3,23,3,fu,rio,so,,,,irferioso,futriano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CVCVVCV,,furioso,,,,,,,
377,,4,fermamente,f,2,avv,4,21,4,fer,ma,men,te,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CVCCVCVCCV,,fermamente,,,,,,,
378,1,1,gallina,g,1,s.,3,21,3,gal,li,na,,,,traslina,galvizo,Le galline fanno le uova,Chi fa le uova?,Le galline,I galli,Le palline,,Le galline non hanno la capacità di volare o migrare,Le galline non hanno la capacità di volare ... migrare,O,HO,,par_F_plur,Le ... fanno le uova,gallina,galline,,pesci,,L'altro giorno nell'aia c'erano galline ovunque,L'altro giorno nell'aia ... galline ovunque ,1,0,0,SI,PASSATO,c'erano,ci sono,c'era,CVCCVCV,,gallina,1,,,,,,
379,1,1,gambero,g,2,s.,2,9,3,gam,ber,ro,,,,cadrero,gambifa,Il gambero è un crostaceo prelibato,Cos'è il gambero?,Un crostaceo prelibato,Un pesce prelibato,Un crostino prelibato,,Gli astici hanno due chele anteriori molto forti,Gli astici ... due chele anteriori molto forti,HANNO,ANNO,,par_M_sing,Il ... è un crostaceo prelibato,vongola,,gambero,gamberi,,Ci saranno granchi e gamberi nel mare,... granchi e gamberi nel mare,0,0,1,NO,FUTURO,ci saranno,c'erano,ci sono,CVCCVCV,,gambero,1,,,,1,,
